activity_id,campaign_id,person_id,activity_type,timestamp,detail
84,2.0,1679.0,form_fill,01-10-2024 06:16,Firefox
85,2.0,1280.0,Email Open,08/01/2024 17:36,unknown
86,15.0,4603.0,form_fill,09/01/2024 20:52,
87,1.0,3475.0,web-visit,01-06-2024 20:27,tracking lost
88,1.0,3732.0,web-visit,2024-01-14 03:57:00,tracking lost
89,14.0,2219.0,EMAIL_CLICK,2024-01-19 07:10:00,
90,3.0,2820.0,,2024-01-30 07:42:00,
91,9.0,3446.0,FORMFILL,01-28-2024 03:50,Browser: Chrome
92,11.0,2648.0,FORMFILL,01-03-2024 01:59,Firefox
93,10.0,2252.0,form_fill,30/01/2024 05:38,Browser: Chrome
94,1.0,4002.0,email_click,01-12-2024 01:04,Firefox
95,7.0,1961.0,EMAIL_CLICK,2024-01-02 16:37:00,utm=xyz
96,3.0,4892.0,web-visit,10/01/2024 23:39,
97,9.0,3087.0,,01-22-2024 12:29,
98,6.0,2472.0,form_fill,01-18-2024 16:03,tracking lost
99,12.0,3835.0,web_visit,13/01/2024 09:14,Firefox
100,12.0,2518.0,web-visit,27/01/2024 21:48,utm=xyz
101,1.0,2870.0,,13/01/2024 11:55,
102,11.0,4223.0,FORMFILL,04/01/2024 06:45,Firefox
103,4.0,3230.0,,02/01/2024 18:40,
104,9.0,1785.0,EMAIL_CLICK,01-24-2024 09:30,Browser: Chrome
105,8.0,4477.0,EMAIL_CLICK,01-10-2024 16:58,
106,4.0,2256.0,form_fill,05/01/2024 01:45,unknown
107,11.0,1258.0,web-visit,25/01/2024 18:15,
108,6.0,3942.0,email_click,08/01/2024 08:37,
109,5.0,4750.0,Email Open,01-24-2024 05:18,
110,11.0,4674.0,web_visit,2024-01-02 02:37:00,unknown
111,4.0,2057.0,EMAIL_CLICK,03/01/2024 10:08,
112,10.0,1916.0,form_fill,18/01/2024 12:25,
113,4.0,4415.0,email_open,2024-01-17 03:48:00,Browser: Chrome
114,3.0,3316.0,EMAIL_CLICK,29/01/2024 13:30,
115,15.0,4470.0,form_fill,2024-01-03 22:20:00,
116,12.0,2808.0,form_fill,2024-01-25 14:17:00,
117,7.0,3926.0,Email Open,01-15-2024 03:29,
118,11.0,4851.0,Email Open,01-21-2024 21:36,
119,12.0,1757.0,Email Open,2024-01-08 07:49:00,Firefox
120,3.0,3761.0,,24/01/2024 08:01,
121,3.0,4302.0,email_open,01-11-2024 01:13,unknown
122,3.0,1268.0,FORMFILL,2024-01-09 11:33:00,utm=xyz
123,7.0,2404.0,email_click,07/01/2024 13:13,
124,6.0,4519.0,email_click,01-11-2024 17:16,
125,13.0,1083.0,EMAIL_CLICK,01-04-2024 16:46,Firefox
126,12.0,2455.0,FORMFILL,14/01/2024 13:28,
127,5.0,1083.0,,01-30-2024 13:53,tracking lost
128,11.0,2817.0,form_fill,2024-01-15 21:14:00,
129,9.0,1711.0,email_click,26/01/2024 15:07,Firefox
130,7.0,4462.0,form_fill,30/01/2024 13:21,utm=xyz
131,7.0,1110.0,email_open,2024-01-11 18:13:00,
132,9.0,4869.0,web_visit,24/01/2024 21:56,utm=xyz
133,11.0,1432.0,form_fill,16/01/2024 11:57,Firefox
134,8.0,2235.0,email_open,2024-01-27 09:13:00,utm=xyz
135,5.0,2314.0,form_fill,2024-01-24 04:51:00,
136,2.0,1132.0,,21/01/2024 05:01,
137,5.0,1169.0,EMAIL_CLICK,2024-01-26 13:25:00,Browser: Chrome
138,14.0,1833.0,web_visit,2024-01-16 21:18:00,unknown
139,8.0,4899.0,EMAIL_CLICK,2024-01-29 15:58:00,Browser: Chrome
140,1.0,1242.0,FORMFILL,01-08-2024 21:49,
141,6.0,1470.0,FORMFILL,01-06-2024 06:56,Firefox
142,2.0,1585.0,web_visit,01-29-2024 08:31,
143,2.0,3473.0,web_visit,01-08-2024 22:38,
144,10.0,2219.0,Email Open,24/01/2024 09:06,tracking lost
145,4.0,1301.0,web-visit,27/01/2024 21:38,unknown
146,11.0,2455.0,web-visit,01-25-2024 12:49,tracking lost
147,3.0,4748.0,form_fill,20/01/2024 15:08,
148,10.0,4757.0,form_fill,01-07-2024 17:46,
149,5.0,3092.0,email_open,01-27-2024 13:26,
150,10.0,1344.0,email_click,2024-01-26 12:13:00,utm=xyz
151,9.0,1295.0,Email Open,01-26-2024 06:24,unknown
152,10.0,4391.0,web_visit,01-13-2024 20:13,Firefox
153,8.0,4673.0,email_open,23/01/2024 01:12,
154,2.0,3310.0,web_visit,26/01/2024 04:32,
155,2.0,2048.0,web-visit,01-30-2024 00:52,tracking lost
156,8.0,2589.0,web_visit,2024-01-26 02:56:00,unknown
157,8.0,4195.0,Email Open,19/01/2024 08:34,
158,15.0,1520.0,,30/01/2024 12:44,
159,9.0,4046.0,EMAIL_CLICK,23/01/2024 14:18,tracking lost
160,8.0,1260.0,EMAIL_CLICK,2024-01-22 06:45:00,
161,12.0,4702.0,FORMFILL,01-06-2024 19:32,
162,5.0,3975.0,Email Open,01-28-2024 01:28,
163,6.0,3526.0,Email Open,26/01/2024 09:59,
164,6.0,4327.0,email_click,2024-01-26 19:52:00,
165,12.0,1083.0,Email Open,01-01-2024 03:10,tracking lost
166,4.0,4112.0,email_open,01-08-2024 18:48,
167,13.0,1442.0,form_fill,08/01/2024 23:11,
168,3.0,4605.0,EMAIL_CLICK,24/01/2024 22:28,
169,11.0,2160.0,,2024-01-02 11:45:00,tracking lost
170,1.0,2534.0,Email Open,01-21-2024 03:26,Firefox
171,4.0,3504.0,,01-23-2024 16:09,
172,10.0,4081.0,web-visit,01-01-2024 11:54,
173,7.0,3210.0,Email Open,01-09-2024 00:21,
174,2.0,1002.0,web_visit,01-04-2024 08:43,Browser: Chrome
175,6.0,1015.0,email_click,2024-01-09 09:20:00,
176,8.0,1412.0,email_open,27/01/2024 00:14,
177,3.0,4636.0,FORMFILL,19/01/2024 16:29,
178,9.0,1796.0,web-visit,05/01/2024 23:56,
179,3.0,2116.0,EMAIL_CLICK,01-18-2024 09:50,
180,3.0,1962.0,email_click,01-16-2024 13:26,utm=xyz
181,3.0,4593.0,Email Open,2024-01-25 03:40:00,
182,6.0,2725.0,email_open,2024-01-17 15:57:00,tracking lost
183,5.0,2870.0,,16/01/2024 13:00,unknown
184,1.0,3105.0,web_visit,01-21-2024 18:01,
185,9.0,1253.0,Email Open,01-03-2024 22:15,
186,6.0,3487.0,,2024-01-13 03:30:00,unknown
187,10.0,1409.0,EMAIL_CLICK,2024-01-14 03:15:00,
188,11.0,4328.0,form_fill,11/01/2024 11:29,tracking lost
189,13.0,2533.0,web_visit,2024-01-08 21:08:00,Firefox
190,7.0,4712.0,EMAIL_CLICK,2024-01-16 22:46:00,
191,1.0,4026.0,FORMFILL,26/01/2024 01:10,
192,11.0,3167.0,web_visit,2024-01-18 01:35:00,utm=xyz
193,1.0,2870.0,,01-17-2024 17:40,Browser: Chrome
194,4.0,1451.0,Email Open,04/01/2024 13:06,
195,6.0,2821.0,web_visit,01-16-2024 20:01,
196,7.0,1615.0,web-visit,01-15-2024 14:11,Browser: Chrome
197,12.0,2558.0,Email Open,08/01/2024 09:45,
198,5.0,3563.0,form_fill,01-04-2024 22:56,unknown
199,8.0,3603.0,Email Open,2024-01-14 14:31:00,tracking lost
200,3.0,2453.0,web_visit,2024-01-10 12:24:00,
201,1.0,4289.0,,2024-01-21 09:55:00,utm=xyz
202,15.0,1558.0,email_open,12/01/2024 12:05,
203,13.0,2477.0,email_open,01-30-2024 05:15,Firefox
204,13.0,2512.0,EMAIL_CLICK,29/01/2024 13:00,Firefox
205,15.0,3348.0,EMAIL_CLICK,15/01/2024 07:38,Browser: Chrome
206,4.0,4984.0,web_visit,2024-01-30 18:24:00,Firefox
207,5.0,2395.0,email_open,2024-01-29 17:00:00,
208,7.0,3352.0,FORMFILL,2024-01-21 15:55:00,
209,15.0,1875.0,Email Open,01-27-2024 07:05,
210,7.0,1139.0,web-visit,2024-01-13 05:19:00,Firefox
211,5.0,4435.0,,01-06-2024 06:20,utm=xyz
212,7.0,4075.0,,2024-01-20 01:24:00,
213,9.0,1904.0,email_click,30/01/2024 03:18,
214,15.0,1974.0,form_fill,01-07-2024 07:39,unknown
215,5.0,1372.0,FORMFILL,01-06-2024 14:25,
216,2.0,4029.0,form_fill,23/01/2024 04:49,Browser: Chrome
217,9.0,4805.0,email_click,02/01/2024 14:41,utm=xyz
218,7.0,4301.0,,23/01/2024 00:28,tracking lost
219,13.0,2753.0,email_click,03/01/2024 21:00,
220,4.0,3520.0,EMAIL_CLICK,2024-01-11 14:00:00,
221,3.0,1680.0,EMAIL_CLICK,2024-01-15 02:23:00,
222,6.0,2174.0,Email Open,01/01/2024 04:15,
223,14.0,2737.0,email_open,27/01/2024 00:41,tracking lost
224,10.0,4363.0,web-visit,2024-01-06 23:37:00,
225,6.0,1193.0,web-visit,01-17-2024 03:24,
226,8.0,2554.0,,13/01/2024 08:22,tracking lost
227,12.0,3056.0,EMAIL_CLICK,2024-01-12 15:01:00,Firefox
228,14.0,2382.0,form_fill,01-18-2024 04:00,
229,14.0,1157.0,EMAIL_CLICK,01-18-2024 11:07,
230,10.0,3133.0,form_fill,2024-01-16 13:08:00,Firefox
231,9.0,3876.0,web-visit,2024-01-28 22:32:00,tracking lost
232,6.0,1470.0,email_click,2024-01-28 10:47:00,utm=xyz
233,5.0,4764.0,email_click,22/01/2024 16:40,
234,13.0,3456.0,form_fill,2024-01-20 19:14:00,utm=xyz
235,11.0,3692.0,email_open,2024-01-30 10:02:00,utm=xyz
236,2.0,1003.0,FORMFILL,2024-01-01 17:44:00,Firefox
237,8.0,2390.0,email_click,05/01/2024 03:41,
238,13.0,3396.0,email_open,01-29-2024 10:30,Browser: Chrome
239,9.0,3235.0,email_open,01-07-2024 20:19,utm=xyz
240,13.0,3265.0,email_open,2024-01-25 14:30:00,
241,14.0,2200.0,Email Open,2024-01-15 01:10:00,tracking lost
242,9.0,4721.0,form_fill,2024-01-24 00:19:00,Firefox
243,3.0,1202.0,email_open,2024-01-30 23:28:00,tracking lost
244,13.0,2598.0,form_fill,30/01/2024 21:20,
245,15.0,1459.0,,01-12-2024 15:14,
246,12.0,2848.0,,01-02-2024 04:44,Firefox
247,11.0,2240.0,,01-21-2024 07:14,
248,6.0,3420.0,form_fill,01-10-2024 08:57,unknown
249,5.0,2267.0,web_visit,10/01/2024 14:22,utm=xyz
250,11.0,4987.0,,01-23-2024 01:32,
251,1.0,4538.0,web-visit,01-18-2024 10:33,
252,2.0,4542.0,web-visit,12/01/2024 18:16,
253,10.0,2501.0,form_fill,01-25-2024 13:10,tracking lost
254,10.0,2336.0,EMAIL_CLICK,2024-01-06 20:50:00,Firefox
255,1.0,2461.0,FORMFILL,01-12-2024 13:45,Firefox
256,8.0,2267.0,Email Open,01-22-2024 02:43,Browser: Chrome
257,13.0,3211.0,form_fill,30/01/2024 13:31,tracking lost
258,12.0,2095.0,Email Open,29/01/2024 09:19,utm=xyz
259,8.0,3994.0,FORMFILL,30/01/2024 09:28,
260,9.0,3411.0,Email Open,05/01/2024 11:22,
261,3.0,2420.0,FORMFILL,2024-01-07 03:22:00,tracking lost
262,11.0,4995.0,EMAIL_CLICK,2024-01-06 11:46:00,Firefox
263,4.0,4587.0,Email Open,01-22-2024 19:15,
264,4.0,4480.0,web_visit,01-25-2024 17:49,Browser: Chrome
265,4.0,4954.0,email_open,01-27-2024 03:47,
266,6.0,3251.0,web-visit,30/01/2024 12:17,
267,14.0,1120.0,,25/01/2024 20:19,Browser: Chrome
268,14.0,4684.0,web_visit,11/01/2024 21:12,tracking lost
269,11.0,4676.0,email_open,2024-01-19 14:25:00,
270,6.0,1612.0,,2024-01-28 06:29:00,utm=xyz
271,4.0,2854.0,form_fill,01-21-2024 09:28,Browser: Chrome
272,7.0,2740.0,form_fill,20/01/2024 09:45,utm=xyz
273,13.0,2543.0,form_fill,01-10-2024 18:16,
274,10.0,4016.0,form_fill,12/01/2024 23:38,
275,5.0,4274.0,FORMFILL,03/01/2024 11:06,
276,12.0,3399.0,EMAIL_CLICK,2024-01-29 21:59:00,unknown
277,4.0,4286.0,Email Open,01-25-2024 06:26,
278,5.0,2877.0,email_open,01-18-2024 23:36,
279,15.0,2330.0,web_visit,01-06-2024 13:29,unknown
280,9.0,4565.0,email_open,01-16-2024 14:33,tracking lost
281,1.0,1695.0,form_fill,01-26-2024 10:26,
282,2.0,1809.0,web_visit,01-03-2024 13:09,Browser: Chrome
283,5.0,3695.0,web_visit,2024-01-08 22:58:00,Browser: Chrome
284,9.0,4132.0,form_fill,2024-01-23 09:30:00,
285,9.0,4069.0,Email Open,2024-01-21 10:25:00,
286,9.0,2338.0,FORMFILL,2024-01-15 12:57:00,utm=xyz
287,13.0,4090.0,EMAIL_CLICK,29/01/2024 05:40,
288,4.0,2611.0,web-visit,2024-01-24 00:56:00,utm=xyz
289,7.0,4080.0,email_open,01-10-2024 23:36,tracking lost
290,8.0,4392.0,email_open,19/01/2024 21:43,
291,8.0,3691.0,web-visit,01-18-2024 06:43,unknown
292,8.0,2721.0,email_click,03/01/2024 16:23,utm=xyz
293,9.0,3514.0,web_visit,12/01/2024 22:13,
294,9.0,2831.0,EMAIL_CLICK,01-25-2024 01:21,Browser: Chrome
295,11.0,3533.0,email_open,2024-01-18 14:44:00,Firefox
296,1.0,2231.0,email_click,01-13-2024 06:12,unknown
297,13.0,1468.0,FORMFILL,01-24-2024 02:38,Firefox
298,5.0,1051.0,web-visit,01-16-2024 17:39,
299,5.0,3386.0,FORMFILL,25/01/2024 05:53,utm=xyz
300,4.0,3181.0,form_fill,2024-01-24 23:58:00,
301,12.0,2032.0,email_click,01-05-2024 08:27,
302,14.0,4022.0,email_open,2024-01-22 02:41:00,unknown
303,10.0,4946.0,form_fill,21/01/2024 22:00,Firefox
304,2.0,3172.0,EMAIL_CLICK,2024-01-07 07:41:00,tracking lost
305,12.0,2076.0,email_click,01-08-2024 02:24,
306,1.0,3155.0,web_visit,01-01-2024 06:52,
307,12.0,2353.0,email_click,2024-01-12 19:22:00,
308,15.0,3807.0,Email Open,01-28-2024 18:59,
309,14.0,3830.0,FORMFILL,12/01/2024 21:00,
310,8.0,1952.0,FORMFILL,01-25-2024 00:58,
311,8.0,1906.0,email_click,2024-01-18 11:36:00,utm=xyz
312,9.0,1463.0,web_visit,15/01/2024 07:01,utm=xyz
313,5.0,3873.0,email_open,2024-01-28 19:12:00,Firefox
314,10.0,2318.0,Email Open,10/01/2024 02:09,unknown
315,13.0,2367.0,web_visit,25/01/2024 08:19,
316,6.0,2208.0,EMAIL_CLICK,01-20-2024 13:13,Firefox
317,12.0,1500.0,form_fill,01-13-2024 18:41,tracking lost
318,9.0,3989.0,form_fill,01-20-2024 16:59,unknown
319,9.0,4793.0,Email Open,01-01-2024 01:47,tracking lost
320,10.0,3940.0,email_open,01-22-2024 12:41,Firefox
321,15.0,3663.0,form_fill,02/01/2024 22:41,utm=xyz
322,2.0,4085.0,Email Open,2024-01-08 22:05:00,utm=xyz
323,3.0,3818.0,FORMFILL,01/01/2024 11:12,
324,6.0,4913.0,email_open,01-28-2024 17:14,
325,11.0,4769.0,Email Open,2024-01-14 22:11:00,Browser: Chrome
326,8.0,4583.0,FORMFILL,2024-01-24 13:19:00,unknown
327,10.0,3669.0,FORMFILL,03/01/2024 03:45,Firefox
328,1.0,3872.0,web-visit,01-12-2024 09:45,tracking lost
329,9.0,2592.0,web_visit,29/01/2024 12:47,utm=xyz
330,9.0,1438.0,email_open,01-11-2024 03:55,
331,5.0,1243.0,web_visit,2024-01-10 14:20:00,
332,4.0,2979.0,FORMFILL,2024-01-30 04:25:00,unknown
333,9.0,1251.0,email_click,2024-01-28 21:39:00,Browser: Chrome
334,14.0,3133.0,email_open,2024-01-18 01:05:00,utm=xyz
335,5.0,4470.0,EMAIL_CLICK,2024-01-21 04:34:00,Firefox
336,13.0,4142.0,web_visit,01-21-2024 11:17,unknown
337,10.0,3715.0,web-visit,01-12-2024 01:58,Browser: Chrome
338,2.0,1275.0,form_fill,01-24-2024 11:56,
339,3.0,4437.0,FORMFILL,05/01/2024 00:26,
340,14.0,2287.0,email_click,17/01/2024 02:28,
341,13.0,4783.0,web_visit,2024-01-20 17:02:00,
342,3.0,4389.0,email_click,01-19-2024 19:42,unknown
343,9.0,1451.0,web-visit,01/01/2024 00:14,
344,15.0,2859.0,form_fill,21/01/2024 05:29,Firefox
345,3.0,3499.0,form_fill,23/01/2024 03:26,
346,3.0,4270.0,web-visit,2024-01-05 23:05:00,utm=xyz
347,12.0,4458.0,web_visit,03/01/2024 18:41,
348,12.0,1238.0,FORMFILL,2024-01-08 17:02:00,Firefox
349,5.0,1546.0,web_visit,01-06-2024 19:54,unknown
350,7.0,4473.0,web_visit,23/01/2024 18:45,
351,7.0,4845.0,email_click,2024-01-03 11:19:00,tracking lost
352,8.0,3949.0,Email Open,2024-01-28 02:59:00,utm=xyz
353,3.0,3819.0,email_click,16/01/2024 20:57,
354,4.0,1578.0,EMAIL_CLICK,01-07-2024 10:55,
355,4.0,2655.0,FORMFILL,2024-01-28 00:01:00,tracking lost
356,2.0,2118.0,EMAIL_CLICK,2024-01-16 10:18:00,tracking lost
357,15.0,3888.0,FORMFILL,2024-01-22 02:27:00,
358,15.0,3550.0,email_open,12/01/2024 18:03,
359,3.0,2509.0,,2024-01-23 07:45:00,
360,10.0,4172.0,web-visit,01-15-2024 14:34,tracking lost
361,12.0,4512.0,email_click,01-02-2024 03:58,
362,4.0,3684.0,EMAIL_CLICK,2024-01-26 03:28:00,
363,7.0,2415.0,form_fill,2024-01-09 08:11:00,utm=xyz
364,2.0,4684.0,email_click,30/01/2024 12:58,tracking lost
365,15.0,1098.0,form_fill,01-29-2024 12:42,
366,3.0,4769.0,web-visit,01-02-2024 06:16,Browser: Chrome
367,8.0,2228.0,Email Open,13/01/2024 09:59,tracking lost
368,14.0,3673.0,EMAIL_CLICK,28/01/2024 14:59,
369,13.0,3131.0,email_open,27/01/2024 20:41,utm=xyz
370,10.0,1645.0,FORMFILL,23/01/2024 00:13,
371,11.0,2924.0,email_open,2024-01-03 14:51:00,
372,9.0,2358.0,EMAIL_CLICK,2024-01-13 11:48:00,
373,4.0,1099.0,Email Open,15/01/2024 04:13,tracking lost
374,13.0,4340.0,EMAIL_CLICK,09/01/2024 08:34,Browser: Chrome
375,11.0,3369.0,Email Open,01-21-2024 18:02,
376,4.0,4358.0,EMAIL_CLICK,01-05-2024 12:30,tracking lost
377,9.0,4206.0,Email Open,01-01-2024 23:14,
378,1.0,1439.0,Email Open,26/01/2024 04:17,
379,6.0,3024.0,web-visit,2024-01-22 00:13:00,unknown
380,13.0,1621.0,web_visit,2024-01-22 14:37:00,utm=xyz
381,4.0,3219.0,,2024-01-01 12:06:00,
382,8.0,2446.0,EMAIL_CLICK,2024-01-04 11:46:00,unknown
383,3.0,2803.0,EMAIL_CLICK,09/01/2024 11:57,
384,14.0,4102.0,email_click,2024-01-11 20:47:00,Firefox
385,2.0,2877.0,web_visit,06/01/2024 02:11,unknown
386,3.0,2457.0,web-visit,2024-01-22 00:16:00,utm=xyz
387,4.0,1213.0,EMAIL_CLICK,01-08-2024 22:53,
388,13.0,2820.0,,2024-01-01 05:58:00,Browser: Chrome
389,6.0,4043.0,FORMFILL,2024-01-01 16:29:00,Browser: Chrome
390,3.0,4439.0,,06/01/2024 13:28,
391,6.0,1392.0,form_fill,01-30-2024 19:26,tracking lost
392,14.0,2575.0,email_open,01-17-2024 04:55,
393,7.0,2941.0,web_visit,03/01/2024 20:08,unknown
394,5.0,1109.0,Email Open,2024-01-12 06:29:00,
395,11.0,2140.0,email_open,29/01/2024 10:12,
396,10.0,1127.0,FORMFILL,01-11-2024 04:51,tracking lost
397,4.0,1049.0,web_visit,01-10-2024 02:04,utm=xyz
398,8.0,2895.0,FORMFILL,01-17-2024 07:19,Browser: Chrome
399,2.0,4865.0,web-visit,2024-01-06 16:07:00,utm=xyz
400,14.0,3902.0,web_visit,01-01-2024 09:57,Browser: Chrome
401,6.0,1434.0,FORMFILL,24/01/2024 05:40,
402,9.0,2880.0,email_click,2024-01-10 08:20:00,
403,14.0,1095.0,email_open,28/01/2024 06:16,unknown
404,14.0,2421.0,Email Open,2024-01-20 11:16:00,
405,6.0,3102.0,Email Open,01-20-2024 05:39,Browser: Chrome
406,14.0,4662.0,form_fill,01-29-2024 08:49,Browser: Chrome
407,12.0,2030.0,email_open,15/01/2024 20:24,Browser: Chrome
408,13.0,2681.0,FORMFILL,01-26-2024 22:23,Browser: Chrome
409,15.0,1528.0,email_click,01/01/2024 16:58,
410,5.0,4056.0,web_visit,2024-01-13 22:39:00,
411,4.0,4100.0,,04/01/2024 22:40,
412,13.0,1782.0,web_visit,2024-01-21 03:04:00,tracking lost
413,9.0,4683.0,web-visit,2024-01-27 09:27:00,tracking lost
414,15.0,4555.0,,18/01/2024 08:05,
415,11.0,2505.0,form_fill,2024-01-17 07:41:00,Browser: Chrome
416,2.0,2890.0,form_fill,01-30-2024 12:03,
417,10.0,3357.0,form_fill,01-26-2024 06:25,
418,13.0,2209.0,Email Open,15/01/2024 06:24,tracking lost
419,15.0,1988.0,EMAIL_CLICK,28/01/2024 17:46,unknown
420,12.0,1280.0,email_open,11/01/2024 03:28,unknown
421,5.0,4320.0,web-visit,01-17-2024 12:07,utm=xyz
422,1.0,1315.0,form_fill,2024-01-17 12:40:00,unknown
423,10.0,3341.0,EMAIL_CLICK,01-15-2024 21:26,Browser: Chrome
424,8.0,2045.0,web-visit,01-26-2024 12:12,Browser: Chrome
425,10.0,2512.0,email_open,28/01/2024 21:39,unknown
426,13.0,2811.0,form_fill,2024-01-27 06:49:00,
427,14.0,2757.0,form_fill,01-29-2024 17:33,
428,15.0,4715.0,form_fill,2024-01-29 13:48:00,
429,3.0,3091.0,EMAIL_CLICK,06/01/2024 17:45,Firefox
430,6.0,3131.0,Email Open,01-19-2024 22:38,unknown
431,6.0,1003.0,Email Open,2024-01-12 02:36:00,Browser: Chrome
432,10.0,3750.0,web_visit,01-11-2024 04:00,
433,7.0,4100.0,,26/01/2024 18:11,utm=xyz
434,7.0,2033.0,form_fill,2024-01-26 15:43:00,tracking lost
435,4.0,2164.0,email_open,24/01/2024 17:25,
436,7.0,2056.0,web_visit,22/01/2024 08:56,tracking lost
437,3.0,1536.0,web_visit,2024-01-05 15:50:00,
438,1.0,4449.0,FORMFILL,2024-01-12 10:34:00,
439,9.0,1838.0,email_open,23/01/2024 21:23,unknown
